Name,Hours-worked,Hourly-rate
Douglas Hill,23,66.49
Clarence Hughes,22,24.54
Colin Glover,48,13.35
Mary Diaz,45,47.04
Ana Martinez,25,39.97
Vanessa Foster,40,18.51
John Mcdonald,30,10.38
Andrea Bradford,52,43.3
Kimberly Alvarado,58,59.87
Daniel Harris,27,53.38
Kristen Parker,26,58.29
Elizabeth Bishop,47,66.11
Ann Daniel,31,56.15
Joe Estrada,51,50.67
David Riddle,23,27.37
Jonathan Williams,55,20.39
Stephen Carpenter DDS,23,19.21
Patricia Robinson,56,49.41
Kim Robinson,28,40.5
Lindsay Bell,38,46.89
Christian Hurst,55,35.34
Michael Allen,54,68.11
Casey Luna,57,73.42
Michael Acevedo,30,28.64
Jeremy Wilkins,55,36.31
Mark Page,29,70.84
Darrell Bradley,22,14.43
Mary Burke,29,31.82
Brent Patrick,27,46.35
Crystal Ross,28,55.06
Michelle Barnes,31,41.48
Kimberly Duncan,20,48.12
Joshua Franklin Jr.,56,67.22
Adam Morrison,44,67.89
Sheila Wheeler,42,36.17
Brooke Christensen,53,56.93
Raymond Becker,45,18.51
Martha Wright,43,47.65
Carlos Lopez,35,74.44
Lisa Lawrence,43,46.44
Kevin Gutierrez,40,32.32
Jessica Evans,57,15.2
Jean Green,51,70.95
Laura Harper,27,38.15
Douglas Warren,41,41.69
Phillip Jackson,25,39.69
Erin Acevedo,39,69.68
Andrew Clark,41,55.31
Shawn Russell,40,30.15
Joshua Perry,29,71.23
Joshua Briggs,37,51.45
Joseph Clayton,34,14.04
Michael Ford,40,71.26
Michael Brady,39,43.62
Kenneth Thomas,49,26.71
Brittany Mclaughlin,60,41.95
Timothy Gordon,26,21.28
Janice Evans,33,73.23
Rachel Osborne,51,42.63
Matthew Williams,39,20.02
Raymond Lopez,27,31.93
William Wright,50,41.57
Ashley Holmes,25,41.11
Colleen Baker,20,60.53
Tony Green,32,58.0
Patty Brooks,30,51.19
Elijah Wilkins,46,49.21
Kerry Bailey,50,60.85
Jack Ortiz,34,48.82
Tiffany Dean,42,72.83
Tracy Robinson,30,36.61
Anthony Reyes,59,55.92
Kathleen Ramos,40,51.94
Sharon Moore,28,66.91
Sarah Moreno,34,16.31
Darrell Harris,53,22.92
Miguel Dodson,55,16.98
Sara White,42,12.26
Julia Harding,21,47.39
Cynthia Bernard,27,26.86
Raymond Reeves,28,47.08
Morgan Williams,44,14.46
Karen Valenzuela,25,54.97
Rebekah Wilkins,58,66.39
Ryan Diaz,58,69.59
Laura Roberts,53,53.2
Edwin Kramer,21,73.03
Alex Singh,47,20.49
Richard Santana,23,43.59
Diane Martinez,46,58.01
David Silva,24,56.7
Joel Little,45,67.66
Terry Snyder,39,73.52
Angela Kramer DVM,55,33.45
Malik Meyers,40,37.43
Eric Valencia,35,53.93
Alan Dixon,53,31.91
Joseph Woods,28,21.41
Nathan Lee,60,37.54
Sarah Heath,48,36.63
Dakota Stewart,21,24.23
Cheryl Williams,49,54.41
Yolanda Davis,26,58.24
Andrea Rosales,30,36.19
Judy Wright,47,20.85
James Ortega,39,20.24
Elizabeth Levine,40,60.39
Barbara Cruz,22,53.84
Charles Short,21,47.25
Howard Kane,51,29.39
Stephanie Anderson,32,16.94
Jennifer Becker,59,25.17
Ann Grant,34,31.2
Jason Hernandez,21,41.95
Jon Scott,38,51.61
John Garcia,38,63.51
Jeffery Wilkerson,42,55.87
Patricia Hernandez,42,12.64
John Martin,20,18.56
Jennifer Brown,36,50.72
Joy Thompson,26,62.95
Mary Anderson,50,26.77
Karen Stephenson,39,16.85
Tonya Willis,36,57.91
Wendy Brown,44,20.25
Mr. Andrew Taylor Jr.,26,60.24
Jared Douglas,60,54.6
John Sanchez,21,54.69
Loretta Barnes,33,64.11
Juan Martinez,52,66.94
Alexander Johnson,36,26.41
Kristina Davis,52,70.69
Cheryl Krause,35,20.3
Jennifer Olson,57,62.21
Johnny Mccoy,33,64.15
Andrew Moore,42,73.24
Penny Rogers,33,23.11
Patrick Douglas,60,39.58
April Flynn,47,51.17
Mr. Eric Stevenson,44,41.19
Brittany Mcbride DVM,25,63.68
Courtney Gilmore,57,14.78
Jason Thomas,27,14.83
Lorraine Taylor,46,18.02
David Woods,39,39.55
Tammy Fox,44,21.39
Amanda Rodriguez,60,40.44
Joshua Ryan,53,16.44
Katie Frost,28,61.61
Jillian Hopkins,54,29.96
Cindy Petersen,20,30.49
Jennifer Anderson,40,34.16
Lori Harper,30,65.19
Micheal Brown,34,13.25
Jennifer Hendrix,42,66.6
Catherine Higgins,48,69.55
Daniel French,50,45.47
Joseph Kelley,34,72.09
Rachel Henderson,35,63.23
Sherry Hess,57,11.58
Megan Carr,31,49.89
Angela Palmer,37,23.32
Samuel Barnes,53,13.31
John Mason,33,66.06
Valerie Simmons,39,32.25
Jennifer Durham,24,25.84
Rebecca Lyons,33,33.89
Tiffany Green,27,15.09
Erin Zamora,53,57.26
Kathleen Foster,40,57.12
Lisa Lam,24,15.74
Seth Rivera,52,18.88
Matthew Ayers,48,41.29
Eddie Compton,44,36.75
Garrett Waters,52,39.76
Casey Mcintosh,59,10.79
Scott Green,33,55.24
Gabriel Humphrey,28,33.26
Michael Weaver,34,60.58
Aaron Kline,33,50.95
Michelle Lambert,46,25.9
Clifford Douglas,20,13.25
Kelly Steele,48,71.91
Lisa Beard,45,41.2
William Powell,49,13.04
Deborah Payne,51,63.05
Tina Rodriguez,35,68.42
Michelle Bradford,29,49.04
Micheal Hawkins,38,66.18
Kelly Nolan,27,49.3
Lisa Lee,46,19.58
Alexis King,35,39.26
Kenneth White,54,36.28
Robert Sanford,54,15.01
Christopher Cole,52,59.32
Jeffrey Baker,60,21.22
Amanda Simmons,33,42.17
Amanda Robertson,48,52.88
Victoria Fleming,50,69.69
Richard Williams,34,60.99
Henry Booth,49,32.82
Summer Mccoy,55,63.53
Sheri Porter,56,37.44
Anthony Mayer,38,11.58
Dr. Teresa Reed MD,29,16.65
Nicole Taylor,21,71.23
Christina Gonzalez,55,25.79
Keith Cook,57,51.38
Christy Escobar,52,65.69
Lindsey Hansen,45,65.99
Barry Lopez,57,52.99
Christopher Mcneil,53,16.68
Mike Martin,37,41.53
Jay Mathis,22,23.57
Connie Knight,58,27.06
Donna Hansen,47,51.83
Amanda Ortiz,31,27.02
Matthew Davidson,27,74.27
Barbara Merritt,37,31.03
Cody Chase,35,73.91
David Lowe,24,25.86
Crystal Hughes,20,23.93
Scott Watson,31,48.95
Summer Rivers,33,51.84
Robert Schultz,60,74.76
Christian Payne,44,47.95
Catherine Young,30,36.17
Megan Stafford,26,28.02
Victoria Anderson,57,53.27
Jesse Bryant,45,71.97
Taylor Leonard,42,64.83
Elizabeth Smith,40,34.39
Christy Beard,49,74.31
Michael Perez,54,48.5
Robert Christensen,51,22.9
Jesse Oliver,48,17.54
Jennifer Pope,23,33.51
Nicholas Cooper,57,56.16
Marvin Graham,40,64.75
Katie Parker,23,72.76
Joel Cabrera,25,68.79
Stacey Lutz,31,40.67
Olivia Matthews,42,35.8
James Davis,21,56.12
Regina Rose,42,34.77
Jessica Barnett,51,14.68
Eric Bryant,48,49.82
Marissa Finley,32,67.81
Tracy Welch,40,66.91
Danny Reynolds,29,19.91
Steven Nelson,59,36.25
Dawn Williams,35,59.59
Ashley Martinez,33,32.98
Randy Mcmahon,32,39.45
Jerome Adams,23,12.19
Lisa Dalton,58,13.91
Mrs. Pamela Reynolds,38,51.73
Linda Thomas,32,47.92
Isaac Burton,45,11.64
Amy Hudson,60,33.99
Jason Barrett,34,73.84
Rachael Wilson,23,51.06
Matthew Davis,20,21.47
Steven Conway,30,11.35
Brian Vasquez,54,43.31
William Fox,54,47.66
Adam Carter,46,52.64
Roberto Boyle,40,64.78
Sherri Johnson,22,51.09
James Jackson,52,67.15
Mary Arellano,43,69.85
William Wilson,60,60.03
Ashley Khan,60,28.87
Timothy Hunt,48,57.04
Jenna Farrell,56,68.54
Taylor Johnson,48,40.94
Daniel Johnson,59,28.93
Thomas Holland,43,39.1
Sharon Bradley,47,57.29
Megan Wood,26,71.88
Sharon Romero,33,34.37
Jennifer Stark,31,36.88
Tracy Hatfield,39,71.06
Joyce Mcfarland,23,44.33
Marcus West,40,27.23
Pedro Roberts,38,65.39
Anthony Robinson,57,23.86
Jimmy Johnson,41,13.93
Dan Lester,47,67.47
Aimee Strickland,23,30.6
Steven Juarez,58,60.1
Jared Brock,23,25.15
Justin Rodriguez,23,41.99
Kevin Summers,35,30.31
Darren Padilla,20,72.21
James Gonzales,52,69.3
Tina Orr,39,55.36
Allison Carter,57,10.99
Marissa Ayala,55,58.77
Adam Melendez,47,28.33
Joy Carpenter,48,31.65
Shannon Price,41,17.95
Monica Fisher,37,25.25
Ryan Johnson,39,40.24
Bill Sparks,44,44.48
Alyssa Powers,39,72.29
Thomas Black,29,71.42
Cynthia Burton,43,55.83
Eric Taylor,28,64.8
Rachel Higgins,31,73.33
Susan Santana,49,43.08
Michael Hayden,55,49.24
Christopher Lucas,24,54.92
Marcus Robinson,31,25.85
Michael Sutton,26,67.26
Kylie Roberts,46,48.35
Dr. Marisa Hess PhD,38,54.86
Sara Snyder,35,71.29
Mary Bennett,56,66.1
Amy Aguilar,60,51.01
Laura Edwards,31,14.49
Beth Harper,27,60.47
Susan Lin,35,12.7
Benjamin Cruz,56,11.32
Christina Gordon,35,11.88
Kelly Smith,30,59.94
Melissa Haney,51,70.35
Briana Bowen,36,63.48
Shannon Patterson,28,63.3
Lisa Ford,35,42.25
George Brown,44,44.69
Debra Bray,28,46.08
Tina Wagner,42,39.14
John Roth,35,19.1
Whitney Fitzgerald,21,64.9
Justin Mitchell,27,45.93
John Le,41,54.56
Nicholas Oliver,51,50.22
Teresa Blair,34,42.54
Brandon Bowman,25,20.07
Stephanie Cunningham,39,50.81
Ann Ward,52,10.48
Kirk Neal,44,28.35
David Hernandez,56,73.36
Paul Rodriguez,34,18.15
Thomas Kaufman,36,19.33
Sarah Willis,57,31.84
Denise Pierce,49,31.51
Karen Moore,40,42.89
Allison Williams,55,23.28
Lisa Raymond MD,54,11.32
Brian Ware,24,23.81
Brian Jones,40,21.31
Summer Cox,44,31.14
Stephen Lucas,47,51.18
Timothy Frazier PhD,33,50.65
Robin Porter,56,32.74
Erin Walls,47,54.85
Christopher Powell,23,65.91
Laura Davis,46,67.67
Molly Bailey,38,18.95
Miranda Williams,53,40.07
Holly Gregory,57,34.29
Carlos Lewis,41,57.44
Chelsea Ramos,22,33.36
Joshua Long,36,73.35
Gary Bartlett,29,30.82
Erin Espinoza MD,54,41.29
Perry Fox,28,46.22
Travis Johnson,32,54.47
Samuel Stout,60,25.15
Kenneth Richardson,34,15.73
Linda Herrera,59,47.03
Nathaniel Gill,50,74.89
Stacy Diaz,36,46.95
Daniel Parsons,22,35.55
Katherine Bradford,46,36.25
Victoria Turner,24,22.58
Jonathan Watson,35,68.79
Paul Rodriguez,54,12.74
Makayla Richard,21,68.27
Mary Mclean,30,47.46
Nicole Holmes,47,31.68
Rebecca May,21,29.59
Sara Morales,46,36.0
Cynthia Terry,35,46.36
Tiffany Coleman,21,43.15
Jennifer White,43,50.02
Courtney Klein,29,10.5
Erica Schultz,28,26.73
Kathleen Perez,55,38.07
Mary Mitchell,28,44.6
Darlene Holt,21,15.8
James Hurst,31,31.98
Adam Brown,45,55.79
Carrie Reyes,23,51.63
Paula Harrison,32,66.37
Kathleen Black,58,46.34
Bridget Lopez,25,57.27
Antonio Zhang,40,73.79
Laura Sawyer,58,41.27
Zachary Smith,28,62.97
Tracy Savage,31,29.12
Jimmy Bush,52,49.75
Christopher Garcia,29,55.4
Lisa Garcia,27,19.26
Nathaniel King,55,30.11
Angela Campbell,51,34.83
Troy Fritz,41,49.51
Sarah Stokes,22,29.28
Kyle Jarvis,47,30.37
Jon Chandler,55,57.44
Michael Reed,25,57.55
Tommy Bowen,29,70.26
James Young,53,62.05
Matthew Norton,51,47.25
Jennifer Campbell,43,61.41
Sarah Frank,54,29.83
Nicole Green,35,63.58
Austin Silva,27,61.03
Troy Johnson,29,29.8
Marcus Barnett,54,27.49
Arthur Watson,31,36.45
Jason Manning,41,33.13
Stephen Fry,30,15.13
Ashley Myers,43,49.89
Kevin Lewis,22,27.03
Douglas Mitchell,47,35.45
Christopher May,56,58.27
Christopher Williams,26,70.63
Randy Thornton,38,59.01
Stacy Chavez,58,57.11
Maria Mcdonald,25,64.11
Erika Luna,36,58.09
Garrett Massey,35,63.32
Patricia Harper,22,26.86
Daisy Jones,27,14.65
Timothy Kelley,21,12.03
Stanley Arnold,52,44.13
Monica Miller,43,70.67
Susan Shaw,59,30.12
Robert Weber,27,15.33
Sharon Mccarty,34,53.86
Cynthia Miller DDS,31,36.36
Andrew Foster,37,72.79
John Williams,22,18.33
Bradley Gutierrez,59,34.0
Thomas Clayton,45,24.3
Jennifer Jones,50,62.44
Tammy Ortiz,26,40.35
Scott Boyd,51,24.77
Yvonne Ryan,55,16.52
Melanie Snyder,52,60.29
Joseph Bailey,41,37.96
Aimee Daniels,24,45.41
Joseph Saunders,24,58.56
Kimberly Love,34,33.69
Debra Jones,26,36.61
William Martinez,60,74.42
Natasha Washington,29,55.86
Alison Bentley,24,70.65
Natasha Lee,47,54.53
Daniel Holmes,44,43.4
Mr. Nathan Valentine,54,74.31
Lisa Brady,21,70.5
Jean Mccoy,45,20.86
Mary Ward,55,21.12
Christopher Johnson,49,36.74
Logan Reid,22,66.66
Karen Lamb,50,53.34
Collin Smith,58,42.4
Jason Chen,52,36.14
John Morrow,25,33.05
Jennifer Archer,51,38.38
Brianna King,60,57.12
Gerald Byrd,49,49.95
Cynthia Buchanan,52,14.37
Natalie Medina,42,74.78
Felicia Taylor,27,11.34
Daniel Villegas,24,32.65
Greg Collins,22,54.44
James Castaneda,51,64.35
Dr. Brendan Reid DVM,36,43.1
Jordan Cook,49,73.77
Stephanie Wilson,28,53.17
Nathaniel Moore,29,21.86
Kimberly Lewis,23,19.6
Carol Curry,56,40.26
Christopher Key,56,27.95
Ashley Sanchez,23,11.16
Janice Carter,46,23.85
Anna Johnson,56,37.86
Joe Pruitt,25,27.92
Kenneth Meyers,49,58.82
Joseph Sullivan,60,45.62
Wendy Wall,28,44.52
Crystal Snyder,46,67.55
Samuel Young,33,23.8
Katelyn Young,25,37.91
Amanda Nelson,35,59.45
Anita Beck,45,42.94
Carrie Davis,50,44.72
Bruce Johnson,52,35.03
Jennifer Jenkins,44,27.09
Terry White,42,59.77
Richard Robinson,33,20.61
Karen Edwards,60,40.22
Patricia Johnson,24,22.77
Donald Sparks,55,34.56
Brenda White,30,36.64
Brenda Roberts,28,30.72
Matthew Hill,50,60.18
Kimberly Hernandez,25,36.17
Sergio Jackson,56,53.02
Kimberly Rose MD,41,28.77
Michael Day,59,27.04
Sarah Bryan,34,27.03
Thomas Palmer,23,70.53
Dennis Smith,37,52.74
Carol Boyle,39,44.32
Susan Walker,56,52.85
Keith Werner,48,74.55
Bradley Tucker,52,69.49
Daniel Carney,32,16.69
Brandon Higgins,23,21.98
Willie Allen,46,74.84
Brianna Shannon,44,61.34
Pamela Green,55,45.43
Levi Goodman,20,49.35
Jacqueline Mendez,27,36.86
April Johnston,34,55.84
Brandon Brown,23,47.56
Aaron Perez,39,15.83
Chad Butler,55,57.53
Charles Martin,36,65.69
Dr. Kenneth Parks DDS,53,73.02
Jennifer Keith,36,43.16
Larry Powell,50,60.84
Michael Reyes,37,70.21
Michael Jones,20,53.6
Jonathan Walker,41,53.45
Megan Foster,55,34.74
Heather Stewart MD,23,58.55
Kyle Johnson,54,53.59
Stephen Morgan MD,45,73.37
Henry Jenkins,21,37.67
Scott Williams,49,21.12
Sarah Nelson,33,26.32
Miss Diana Myers,29,36.72
Daniel Knight,43,11.76
Brian Schwartz,20,35.42
Aaron Callahan,54,50.16
Derek Banks,41,29.33
Lindsey James,38,48.9
Cynthia Clark,47,11.76
Daniel Taylor,25,51.33
Gina Day,20,55.25
Meredith Harrison,29,28.39
Rachel Ross,30,37.39
Sarah Gordon,59,22.36
Andrew Martinez,20,10.2
Brooke Perez,38,46.27
Jennifer Russell,58,29.24
Scott Torres,24,68.35
Natalie Ayala,30,41.58
Justin Franklin,35,12.17
Bethany Zamora,48,64.51
Shelby Galvan,56,25.37
Johnathan Powers,55,37.27
Phillip Miller,26,15.32
Heather Thompson,49,41.48
Cynthia Wright,27,68.39
Patrick Ramos,32,27.44
David Randolph,42,10.77
Nancy Smith,40,52.03
Rachel Tucker,25,73.73
Madison Ingram,35,48.59
Benjamin Brown,42,35.29
Matthew Gonzalez,26,41.12
Jeffrey Hill,46,48.02
Nancy Key,35,16.44
Denise Edwards,29,61.52
Douglas Rogers,56,65.19
Robert Hill,40,50.35
Mrs. Anne Flores,23,65.61
Michael Mcmillan,37,67.01
Holly Burns,56,28.68
Robert Leblanc,22,17.52
Gregory Mcmahon,47,29.58
Jon Gonzalez,27,28.4
Thomas Sherman,42,41.25
Melanie Hall,56,27.91
Robert Brown,60,10.7
Daisy Craig,53,25.87
Richard Wong,27,10.97
Crystal Silva,23,63.54
Terry Turner,51,13.45
Justin Edwards,41,58.98
Dawn Mathews,49,70.07
Melissa Woods,21,26.42
Nathan Green,35,36.75
Dwayne Hayes,39,13.32
Patricia Stuart,46,42.3
Adrian Hunter,57,17.52
Jeremiah Moreno,22,43.3
Roberto Olsen,26,46.82
Shawn Henry,54,69.51
Mark Wise,22,24.85
Keith Ross,46,52.58
Thomas Rogers DDS,35,40.66
Patrick Ward,56,31.92
Julie Williams,36,47.57
Melissa Cross,40,45.37
Chad Jimenez,37,36.8
Steven Scott,53,56.22
Matthew Fleming,33,29.32
Wesley Watson,47,45.07
Catherine Nichols,51,18.61
Matthew Brady,30,40.83
Cheryl Hernandez,48,66.78
Joseph Vasquez,60,24.24
Chelsea Day,21,13.58
Caitlyn Adams,41,50.0
Mr. Stephen Cox,49,44.84
Kevin Walker,40,27.93
Natalie Foster,33,27.76
Dr. Michelle Murphy DVM,40,30.27
Tonya Lopez,47,43.41
Miguel Salazar,38,38.48
Tyler Taylor,43,12.3
Michael Benjamin,28,29.88
Alexis Guerrero MD,38,59.33
Laura May,32,55.77
Denise Graham,44,47.04
Jacqueline Faulkner,27,27.4
Michelle Parker,24,37.07
Brian Savage,52,23.36
Sara Sheppard,43,46.72
Johnny Weber,36,50.76
Steven Ferguson,47,66.93
Paul Clements,28,14.4
Todd Alvarez MD,59,39.4
Mark Zimmerman,38,69.37
Amanda Wright,51,31.44
Melissa Tanner,25,26.1
Tony Hughes,54,48.01
Harry Jackson,20,50.53
Julie Maxwell,26,30.49
Christine Sullivan,51,16.89
Ashley Kelly,25,15.87
Ashley Patel,37,48.27
Mary Munoz,31,42.55
Richard Mcknight,50,62.04
Amber Young,26,31.83
Jaime Abbott,51,70.23
Lauren Torres,54,24.42
Jamie Cardenas,20,50.49
Alexander Calderon,52,69.91
Joseph Mccormick,25,33.41
Karen Castillo,23,53.05
Misty Griffin,41,72.02
Ethan Nelson,48,24.54
Janet Roman,40,29.39
Melinda Lewis,22,43.51
Rebecca Barrett,26,54.88
Joanna Beasley,24,72.69
Lauren Castillo,32,22.06
Amanda Ramirez,54,13.42
Katelyn Obrien,20,56.76
Sherri Herrera,25,23.73
Amanda Washington,35,72.45
Craig Anderson,37,54.48
Jessica Diaz,25,42.0
Mr. Darryl Porter,32,31.2
Jennifer Harrington,47,16.19
Stephen Parks DDS,46,34.94
Anthony Powell,31,72.62
Derek Buck,21,14.14
Anthony Lopez,28,65.68
David Baker,25,36.22
Kimberly Sharp,27,65.78
Joseph Cruz,48,64.77
Melanie Anderson,30,70.96
Jason Sparks,38,15.63
Natalie Holmes,27,56.96
Barbara Roberts,27,17.05
Heather Peterson,50,59.57
Rachel Hampton,54,32.55
David Jensen,58,12.51
Steve Powers,52,72.5
Cassandra Newman,48,65.11
Melinda Morgan,40,74.27
Gina Lee,36,33.93
Jennifer Rodriguez,45,46.93
Trevor Blackburn,56,68.4
Angela Donovan,59,43.37
Rebecca Sherman,49,57.98
Michael Gilmore,55,67.39
Justin Williams,55,30.97
Jeremy Thomas,40,54.3
Glenn Morris,46,12.02
Ashley Jones,59,30.79
Jessica Brown,39,29.85
Miranda Crosby,27,33.02
Kelsey Campbell,26,42.26
Anthony Cherry,34,45.13
Elizabeth Byrd,30,72.08
Raymond Dixon MD,50,13.49
Belinda Williams,48,21.12
Carol Thomas,38,69.1
Larry Hill,35,18.83
Drew Daniels,37,48.52
Bradley Williams,54,43.16
Amy Garrett,22,64.85
Sherry Burns,48,30.49
Raymond Mendoza,45,62.56
Crystal Randall,51,61.11
Mary Evans,36,39.13
Robert King,39,38.44
Debra Reese,41,23.21
Jennifer Anderson,32,61.97
Shane Garcia,47,28.28
Anthony Hutchinson,60,42.05
Nathan Fischer,43,60.54
Timothy Beasley,37,36.67
Ashley Parks,45,60.56
Sean Lee,32,17.27
Frances Mccoy,43,15.05
Dr. Oscar Kane,28,74.2
Nicole Daniels,31,64.36
Nathaniel Rhodes,29,50.91
Alexander Cooper,36,27.45
Debra Palmer,35,11.32
Terri Herman,31,39.33
Eric Ruiz,45,62.3
Sharon Torres,32,74.77
Shannon Johnson,59,12.05
Mitchell Lee,27,72.05
Maureen Fisher,53,32.65
Chris Taylor,46,18.58
Rachel Cain,35,24.73
Megan Ramos,44,16.33
Casey Meyer,42,31.01
Ronald White,28,73.96
Devin Oneill,43,23.8
Benjamin Hill,49,13.28
Brian Hinton,43,66.52
David Gonzalez,36,71.55
Phyllis Mayo PhD,26,53.42
Jessica Taylor,55,70.2
Miguel Aguilar,44,48.03
Ashley Smith,59,48.36
Stephen Smith,24,24.17
Lindsey Diaz,55,73.5
Elizabeth Chambers,45,70.34
Douglas Charles,35,64.07
Karl Bennett,43,65.65
William Smith,27,67.85
Janice Torres,40,71.56
Nicole Ramirez,51,40.96
Jessica Ryan,53,30.69
Steven Roberts,42,60.71
Regina Davila,52,27.86
Cynthia Matthews,54,44.2
Jeremy Wright,39,60.11
Erica Mason,49,37.11
Nicole Peters,35,72.28
Robert Montgomery,52,18.84
Crystal Snyder,22,55.66
Veronica Morris,38,69.51
Alexis Maldonado,45,26.62
Jennifer Smith,47,63.79
Traci Thomas,52,35.4
Ashley Russell,51,12.99
Amy Baker,58,41.23
Debra Lin,32,13.91
Angela Fletcher,28,21.39
Theresa Brooks,26,63.02
Emily James,54,36.87
Travis Wallace MD,55,58.99
Kathleen Mckee,45,48.75
Mary Ward,23,34.76
Jasmine Banks,56,37.27
Crystal Parsons,59,44.2
Larry Macias,29,55.59
Michael Smith,22,34.93
Joshua Miller,33,71.79
Kim Murphy,41,66.04
William Howard,36,42.73
Chad Young,20,14.78
Monica Rodriguez,26,12.57
Mark Little,30,31.45
Grant Moreno,52,19.69
Ashley Williams,28,67.66
Connor Hogan,21,60.46
Rachel Gonzalez,38,20.59
Kelly Dyer,52,65.49
David Collins,59,63.33
Jessica Thomas,49,23.23
Courtney Thompson,30,35.76
Adam Lester,47,15.13
Jason Ward,60,33.09
Claudia Brown,59,52.98
Gabrielle Herrera,52,25.29
Darren Murillo,22,57.04
Debra Martin,28,31.65
Alexandra Hawkins,46,31.59
Logan Cross,52,55.66
Rhonda Evans,40,21.43
Crystal Torres,43,71.77
Thomas Tyler,42,68.13
Catherine Hall,22,15.53
Emily Hoover,57,39.03
Christopher Turner,46,53.02
Julie Bennett,26,37.4
Sarah Chan,49,58.19
Rachel Chaney,48,50.23
Kim Donovan,36,28.81
Timothy Carr,46,13.11
Andrew Lawson,27,23.7
Matthew Johnson,44,11.4
Andrew Duran,21,40.48
Brittany Solomon,22,47.86
Amber Martinez,29,73.35
Christopher Hodge,38,51.88
James Crawford,50,12.92
Ashley Hinton,52,58.34
Gabriella Garza,30,68.43
Anna Howell,46,21.83
Michael Bartlett,20,66.77
Jennifer Riggs,58,33.47
Susan Stewart,20,31.7
Phillip Hopkins,49,25.2
Gabriela Pacheco,54,23.01
Dale Hughes,48,55.28
Brianna Allen,23,48.02
Michael Harper,55,20.94
Hannah Rodriguez,39,20.81
Sherry Fisher,44,27.44
Eric Buckley,29,10.49
Jennifer Long,30,24.49
Michelle Lewis,53,68.17
Rachel Foster,42,61.15
Kimberly Erickson,53,27.57
Elijah Perez,37,16.08
Lawrence Perez,30,70.28
Betty Sampson,59,21.2
Amanda Ellis,31,12.32
Amanda Gonzales,59,36.46
Mark Smith,31,70.76
Kaylee Taylor,25,44.23
Michelle Huber,49,50.02
Vickie Smith,46,40.02
Stephanie Alvarez,37,62.1
Monica Trevino,36,44.38
Kevin Johnson,30,41.45
Craig Ross,22,65.69
Paul Odonnell,37,29.12
James Garrett,44,33.23
Xavier Jones,21,47.33
Casey Howard,60,62.24
Eric Rice,33,55.51
Robert Holt,32,70.31
Leah Wright,47,25.02
Carl May,23,45.27
Anthony Taylor,37,19.68
Theresa White,27,56.13
Alex Mendez,33,58.07
Adam Massey,50,28.18
Jennifer Hernandez,21,24.11
Robert Reyes,56,11.61
Olivia Duncan,24,30.58
Wayne Rodriguez,44,16.78
Jonathan Schmidt,30,59.34
Jason Vasquez,60,49.02
Matthew Hall,46,11.63
Bethany Wood,28,73.76
Kelsey Simpson,21,26.4
Joshua Harris,49,37.12
Angela Oconnell,56,56.5
Mr. Jared Evans,30,53.6
Lucas Allen,25,20.92
Natasha Pearson,49,19.32
Andrea Williams,27,72.31
Travis Alvarez,40,69.96
Eric Gonzalez,29,21.36
Marissa Webster,26,12.34
Melissa Robinson,57,60.01
Daniel Brown,50,73.8
Sara Rodgers,43,17.06
